qms,baylor.csi.questionManagement.controller.CategoryController,baylor.csi.questionManagement.controller.CategoryController.deleteCateogry,@PathVariable_Long_cateogryId,/category/{cateogryId},DELETE,class org.springframework.http.ResponseEntity<?>,true
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.findQuestionById,@PathVariable_Long_questionId,/question/{questionId},GET,baylor.csi.questionManagement.model.Question,false
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.findQuestionByCateogryIdAndName,@RequestParam_Object>_customQuery,/question,GET,java.util.List<baylor.csi.questionManagement.model.dto.QuestionDto>,true
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.deleteQuestion,@PathVariable_Long_questionId,/question/{questionId},DELETE,class org.springframework.http.ResponseEntity<?>,true
qms,baylor.csi.questionManagement.controller.LanguageController,baylor.csi.questionManagement.controller.LanguageController.createLanguage,@Valid_Language_language&@RequestBody,/language,POST,baylor.csi.questionManagement.model.Language,false
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.findAllQuestions,,/question/all,GET,java.util.List<baylor.csi.questionManagement.model.Question>,true
qms,baylor.csi.questionManagement.controller.CategoryController,baylor.csi.questionManagement.controller.CategoryController.findCategoriesById,@PathVariable_Long_cateogryId,/category/{cateogryId},GET,baylor.csi.questionManagement.model.Category,false
qms,baylor.csi.questionManagement.controller.CategoryController,baylor.csi.questionManagement.controller.CategoryController.updateCategory,@PathVariable_Long_cateogryId&@Valid_Category_categoryRequest&@RequestBody,/category/{cateogryId},PUT,baylor.csi.questionManagement.model.Category,false
qms,baylor.csi.questionManagement.controller.ConfigurationController,baylor.csi.questionManagement.controller.ConfigurationController.deleteConfiguration,@PathVariable_Long_configurationId,/configuration/{configurationId},DELETE,class org.springframework.http.ResponseEntity<?>,true
qms,baylor.csi.questionManagement.controller.LanguageController,baylor.csi.questionManagement.controller.LanguageController.deleteQuestion,@PathVariable_Long_languageId,/language/{languageId},DELETE,class org.springframework.http.ResponseEntity<?>,true
qms,baylor.csi.questionManagement.controller.CategoryInfoController,baylor.csi.questionManagement.controller.CategoryInfoController.findAllCategoryInfos,,/categoryinfo,GET,java.util.List<baylor.csi.questionManagement.model.dto.CategoryInfoDto>,true
qms,baylor.csi.questionManagement.controller.LanguageController,baylor.csi.questionManagement.controller.LanguageController.findAllLanguages,,/language,GET,java.util.List<baylor.csi.questionManagement.model.Language>,true
qms,baylor.csi.questionManagement.controller.LanguageController,baylor.csi.questionManagement.controller.LanguageController.findLanguageById,@PathVariable_Long_languageId,/language/{languageId},GET,baylor.csi.questionManagement.model.Language,false
qms,baylor.csi.questionManagement.controller.ConfigurationController,baylor.csi.questionManagement.controller.ConfigurationController.createConfiguration,@Valid_Object>_payload&@RequestBody,/configuration,POST,baylor.csi.questionManagement.model.Configuration,false
qms,baylor.csi.questionManagement.controller.CategoryController,baylor.csi.questionManagement.controller.CategoryController.createCategory,@Valid_Category_category&@RequestBody,/category,POST,baylor.csi.questionManagement.model.Category,false
qms,baylor.csi.questionManagement.controller.CategoryController,baylor.csi.questionManagement.controller.CategoryController.findAllCategories,,/category,GET,java.util.List<baylor.csi.questionManagement.model.Category>,true
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.createQuestion,@Valid_Object>_payload&@RequestBody,/question,POST,baylor.csi.questionManagement.model.Question,false
qms,baylor.csi.questionManagement.controller.ConfigurationController,baylor.csi.questionManagement.controller.ConfigurationController.findConfigurationsById,@PathVariable_Long_configurationId,/configuration/{configurationId},GET,baylor.csi.questionManagement.model.Configuration,false
qms,baylor.csi.questionManagement.controller.TestController,baylor.csi.questionManagement.controller.TestController.createTest,@RequestParam_Long_configId,/test,GET,java.util.List<baylor.csi.questionManagement.model.dto.QuestionSingleCodeDto>,true
qms,baylor.csi.questionManagement.controller.LanguageController,baylor.csi.questionManagement.controller.LanguageController.updateLanguage,@PathVariable_Long_languageId&@Valid_Language_languageRequest&@RequestBody,/language/{languageId},PUT,baylor.csi.questionManagement.model.Language,false
qms,baylor.csi.questionManagement.controller.ConfigurationController,baylor.csi.questionManagement.controller.ConfigurationController.findAllConfigurations,,/configuration,GET,java.util.List<baylor.csi.questionManagement.model.Configuration>,true
qms,baylor.csi.questionManagement.controller.QuestionController,baylor.csi.questionManagement.controller.QuestionController.updateQuestion,@PathVariable_Long_questionId&@Valid_Object>_payload&@RequestBody,/question/{questionId},PUT,baylor.csi.questionManagement.model.Question,false
